plot,month,year,species,cover,height,phenology,remarks
F6P6,February,2019,Echium vulgare,+,1,v,0
F6P6,February,2019,Erodium cicutarium,1,1,v,
F6P6,February,2019,Gagea pusilla,+,2,v,
F6P6,February,2019,Geranium pusillum,+,1,v,
F6P6,February,2019,Inula oculus-christi,1,1,v,
F6P6,February,2019,Lamium amplexicaule,+,1,v,
F6P6,February,2019,Lepidium campestre,2b,1,v,
F6P6,February,2019,Medicago minima,+,1,v,
F6P6,February,2019,Microthlaspi perfoliatum,+,1,s,
F6P6,February,2019,Sedum album,+,1,v,
F6P6,February,2019,Teucrium chamaedrys,2a,3,v,
F6P6,February,2019,Verbascum lychnitis,+,1,v,
F7P1,February,2019,Acinos arvensis,+,1,v,
F7P1,February,2019,Arenaria serpyllifolia,+,1,v,
F7P1,February,2019,Arrhenatherum elatius,+,3,v,
F7P1,February,2019,Buglossoides incrassata,+,1,v,
F7P1,February,2019,Echium vulgare,1,1,v,
F7P1,February,2019,Erodium cicutarium,+,2,v,
F7P1,February,2019,Gagea pusilla,+,5,v,
F7P1,February,2019,Geranium pusillum,+,1,v,
F7P1,February,2019,Lamium amplexicaule,+,1,v,
F7P1,February,2019,Lepidium campestre,3,1,v,
F7P1,February,2019,Medicago minima,+,1,v,
F7P1,February,2019,Melica ciliata,r,3,v,
F7P1,February,2019,Microthlaspi perfoliatum,+,2,s,
F7P1,February,2019,Sedum album,r,1,v,
F7P1,February,2019,Teucrium chamaedrys,2a,7,v,
F7P1,February,2019,Veronica sublobata,+,1,s,
F7P2,February,2019,Arenaria serpyllifolia,+,1,v,
F7P2,February,2019,Buglossoides incrassata,+,1,v,
F7P2,February,2019,Dianthus pontederae,+,3,v,
F7P2,February,2019,Echium vulgare,+,1,v,
F7P2,February,2019,Erodium cicutarium,1,1,v,
F7P2,February,2019,Gagea pusilla,+,2,v,
F7P2,February,2019,Geranium pusillum,r,1,v,
F7P2,February,2019,Holosteum umbellatum,r,1,s,
F7P2,February,2019,Lamium amplexicaule,+,1,v,
F7P2,February,2019,Lepidium campestre,2b,1,v,
F7P2,February,2019,Medicago minima,r,1,v,
F7P2,February,2019,Melica ciliata,+,2,v,
F7P2,February,2019,Sedum album,+,2,v,
F7P2,February,2019,Teucrium chamaedrys,2a,4,v,
F7P2,February,2019,Veronica arvensis,+,1,s,
F7P2,February,2019,Veronica sublobata,2a,1,s,
F7P3,February,2019,Arenaria serpyllifolia,2a,1,v,
F7P3,February,2019,Buglossoides incrassata,+,2,fl,0
F7P3,February,2019,Echium vulgare,1,2,v,0
F7P3,February,2019,Erodium cicutarium,r,1,v,
F7P3,February,2019,Gagea pusilla,+,1,v,
F7P3,February,2019,Geranium pusillum,+,1,v,
F7P3,February,2019,Hesperis tristis ,1,2,v,
F7P3,February,2019,Lamium amplexicaule,1,2,v,
F7P3,February,2019,Lepidium campestre,1,1,v,
F7P3,February,2019,Medicago minima,+,1,v,
F7P3,February,2019,Microthlaspi perfoliatum,+,2,s,
F7P3,February,2019,Phleum phleoides,+,5,v,
F7P3,February,2019,Potentilla incana,2a,3,v,
F7P3,February,2019,Valerianella locusta ,r,1,v,
F7P3,February,2019,Verbascum lychnitis,1,1,v,
F7P3,February,2019,Veronica sublobata,2a,1,s,
F7P4,February,2019,Allium flavum,+,2,v,
F7P4,February,2019,Arenaria serpyllifolia,1,1,v,
F7P4,February,2019,Arrhenatherum elatius,+,3,v,
F7P4,February,2019,Buglossoides incrassata,+,2,v,
F7P4,February,2019,Echium vulgare,2a,3,v,0
F7P4,February,2019,Erodium cicutarium,+,2,v,
F7P4,February,2019,Geranium pusillum,r,1,v,
F7P4,February,2019,Holosteum umbellatum,+,2,v,
F7P4,February,2019,Lamium amplexicaule,1,1,v,
F7P4,February,2019,Lepidium campestre,1,1,v,
F7P4,February,2019,Medicago minima,1,1,v,
F7P4,February,2019,Microthlaspi perfoliatum,+,2,s,
F7P4,February,2019,Poa bulbosa,r,2,v,
F7P4,February,2019,Valerianella locusta ,+,1,v,
F7P4,February,2019,Verbascum lychnitis,r,1,v,
F7P4,February,2019,Veronica sublobata,1,1,s,
F7P5,February,2019,Acinos arvensis,+,1,v,
F7P5,February,2019,Allium flavum,+,2,v,
F7P5,February,2019,Alyssum montanum subsp. gmelinii,+,1,v,
F7P5,February,2019,Bromus sp.,r,2,v,
F7P5,February,2019,Buglossoides incrassata,+,1,v,
F7P5,February,2019,Dianthus pontederae,+,1,v,
F7P5,February,2019,Echium vulgare,1,1,v,0
F7P5,February,2019,Erodium cicutarium,1,1,v,
F7P5,February,2019,Gagea pusilla,r,2,v,
F7P5,February,2019,Koeleria macrantha,r,2,v,
F7P5,February,2019,Lamium amplexicaule,+,1,v,
F7P5,February,2019,Lepidium campestre,2a,1,v,
F7P5,February,2019,Medicago minima,+,1,v,
F7P5,February,2019,Microthlaspi perfoliatum,r,2,s,
F7P5,February,2019,Poa bulbosa,r,2,v,
F7P5,February,2019,Potentilla incana,1,3,v,
F7P5,February,2019,Ranunculus illyricus,+,1,v,
F7P5,February,2019,Sedum album,+,2,v,
F7P5,February,2019,Teucrium chamaedrys,1,4,v,
F7P5,February,2019,Veronica sublobata,1,1,s,
F7P5,February,2019,Viola saxatilis,+,1,v,
F7P6,February,2019,Acinos arvensis,1,1,v,
F7P6,February,2019,Arenaria serpyllifolia,1,1,v,
F7P6,February,2019,Arrhenatherum elatius,+,2,v,
F7P6,February,2019,Bromus japonicus,+,2,v,
F7P6,February,2019,Buglossoides incrassata,1,1,v,
F7P6,February,2019,Dianthus pontederae,+,2,v,
F7P6,February,2019,Echium vulgare,1,1,v,0
F7P6,February,2019,Erodium cicutarium,1,1,v,
F7P6,February,2019,Gagea pusilla,+,2,v,
F7P6,February,2019,Geranium pusillum,1,1,v,
F7P6,February,2019,Lamium amplexicaule,1,1,v,
F7P6,February,2019,Lepidium campestre,1,1,v,
F7P6,February,2019,Medicago minima,1,1,v,
F7P6,February,2019,Microthlaspi perfoliatum,+,2,s,
F7P6,February,2019,Ranunculus illyricus,1,1,v,
F7P6,February,2019,Sedum album,+,2,v,
F7P6,February,2019,Teucrium chamaedrys,2a,5,v,
F7P6,February,2019,Valerianella locusta ,1,1,v,
F7P6,February,2019,Veronica arvensis,1,1,v,
F7P6,February,2019,Veronica sublobata,1,1,v,
F1P1,March,2019,Acinos arvensis,r,3,v,
F1P1,March,2019,Alyssum alyssoides,+,1,v,
F1P1,March,2019,Arenaria serpyllifolia,2a,1,v,
F1P1,March,2019,Artemisia absinthium,+,1,v,
F1P1,March,2019,Buglossoides incrassata,2a,3,fl,0
F1P1,March,2019,Cerastium sp.,+,2,fl,Cerastium pumilum
F1P1,March,2019,Echium vulgare,1,2,v,0
F1P1,March,2019,Erodium cicutarium,2a,2,fl,
F1P1,March,2019,Festuca valesiaca,+,5,v,
F1P1,March,2019,Geranium pusillum,1,2,v,
F1P1,March,2019,Lamium amplexicaule,1,4,pre fl,
F1P1,March,2019,Medicago minima,2a,2,v,
F1P1,March,2019,Microthlaspi perfoliatum,+,4,fl,
F1P1,March,2019,Potentilla incana,1,2,fl,
F1P1,March,2019,Sedum album,r,1,v,
F1P1,March,2019,Teucrium chamaedrys,+,3,v,
F1P1,March,2019,Verbascum lychnitis,2a,3,v,
F1P1,March,2019,Veronica sublobata,+,2,fl,
F1P2,March,2019,Alyssum alyssoides,+,2,v,
F1P2,March,2019,Arabis auriculata,r,7,v,
F1P2,March,2019,Arenaria serpyllifolia,1,3,v,
F1P2,March,2019,Arrhenatherum elatius,+,5,v,
F1P2,March,2019,Artemisia absinthium,2a,12,v,
F1P2,March,2019,Buglossoides incrassata,2b,8,pre fl,0
F1P2,March,2019,Cerastium sp.,+,1,v,Cerastium pumilum
F1P2,March,2019,Echium vulgare,2a,3,v,0
F1P2,March,2019,Erodium cicutarium,+,2,v,
F1P2,March,2019,Festuca valesiaca,+,5,v,
F1P2,March,2019,Geranium pusillum,2a,3,v,
F1P2,March,2019,Lamium amplexicaule,2b,4,pre fl,
F1P2,March,2019,Medicago minima,1,3,v,
F1P2,March,2019,Ranunculus illyricus,+,5,v,
F1P2,March,2019,Teucrium chamaedrys,1,5,v,
F1P2,March,2019,Verbascum lychnitis,1,7,v,
F1P2,March,2019,Veronica sublobata,2a,7,pre fl,
F1P3,March,2019,Acinos arvensis,r,2,v,
F1P3,March,2019,Arrhenatherum elatius,+,5,v,
F1P3,March,2019,Buglossoides incrassata,2a,5,fl,0
F1P3,March,2019,Echium vulgare,2a,3,v,0
F1P3,March,2019,Elymus hispidus,+,6,v,
F1P3,March,2019,Festuca valesiaca,+,3,v,
F1P3,March,2019,Geranium pusillum,1,4,v,
F1P3,March,2019,Lamium amplexicaule,2b,4,pre fl,
F1P3,March,2019,Medicago minima,+,2,v,
F1P3,March,2019,Myosotis arvensis,r,4,v,
F1P3,March,2019,Teucrium chamaedrys,2a,5,v,
F1P3,March,2019,Veronica sublobata,2a,5,fl,
F1P4,March,2019,Anthriscus cerefolium,1,5,v,
F1P4,March,2019,Arabis auriculata,+,7,v,
F1P4,March,2019,Arenaria serpyllifolia,+,2,v,
F1P4,March,2019,Arrhenatherum elatius,+,3,v,
F1P4,March,2019,Carex praecox,1,6,fl,
F1P4,March,2019,Echium vulgare,2a,4,v,0
F1P4,March,2019,Elymus hispidus,+,4,v,
F1P4,March,2019,Geranium pusillum,1,4,v,
F1P4,March,2019,Lamium amplexicaule,1,4,fl,
F1P4,March,2019,Medicago minima,+,2,v,
F1P4,March,2019,Ranunculus illyricus,+,5,v,
F1P4,March,2019,Teucrium chamaedrys,2a,3,v,
F1P4,March,2019,Veronica sublobata,2b,5,fl,
F1P5,March,2019,Allium flavum,r,6,v,
F1P5,March,2019,Anthriscus cerefolium,1,3,v,
F1P5,March,2019,Arabis auriculata,+,7,fl,
F1P5,March,2019,Artemisia campestris,1,3,v,
F1P5,March,2019,Buglossoides incrassata,1,5,fl,0
F1P5,March,2019,Carex praecox,+,8,v,
F1P5,March,2019,Echium vulgare,1,3,v,0
F1P5,March,2019,Elymus hispidus,+,10,v,
F1P5,March,2019,Geranium pusillum,2a,3,v,
F1P5,March,2019,Holosteum umbellatum,r,6,fl,
F1P5,March,2019,Lamium amplexicaule,2a,5,pre fl,
F1P5,March,2019,Medicago minima,+,2,v,
F1P5,March,2019,Microthlaspi perfoliatum,+,4,fl,
F1P5,March,2019,Phleum phleoides,1,6,v,
F1P5,March,2019,Ranunculus illyricus,+,5,v,
F1P5,March,2019,Taraxacum sect. Erythrosperma,r,2,v,
F1P5,March,2019,Teucrium chamaedrys,2a,5,v,
F1P5,March,2019,Veronica sublobata,2a,4,fl,
F1P6,March,2019,Acinos arvensis,1,2,v,
F1P6,March,2019,Anthriscus cerefolium,+,5,v, cf qua5
F1P6,March,2019,Arenaria serpyllifolia,+,1,v,
F1P6,March,2019,Artemisia absinthium,+,6,v,
F1P6,March,2019,Buglossoides incrassata,2b,6,fl,0
F1P6,March,2019,Echium vulgare,2a,2,v,0
F1P6,March,2019,Gagea pusilla,+,4,post fl,
F1P6,March,2019,Geranium pusillum,2a,2,v,
F1P6,March,2019,Lamium amplexicaule,2a,5,pre fl,
F1P6,March,2019,Lepidium campestre,+,7,v,
F1P6,March,2019,Medicago minima,+,1,v,
F1P6,March,2019,Poa angustifolia,+,6,v,
F1P6,March,2019,Ranunculus illyricus,+,2,v,
F1P6,March,2019,Teucrium chamaedrys,+,2,v,
F1P6,March,2019,Verbascum lychnitis,r,1,v,
F1P6,March,2019,Veronica sublobata,2a,4,fl,
F2P1,March,2019,Acinos arvensis,r,1,v,
F2P1,March,2019,Alyssum alyssoides,r,1,v,
F2P1,March,2019,Arabis auriculata,+,6,v,
F2P1,March,2019,Arenaria serpyllifolia,+,1,v,
F2P1,March,2019,Bromus japonicus,+,3,v,
F2P1,March,2019,Buglossoides incrassata,+,1,v,0
F2P1,March,2019,Echium vulgare,+,3,v,0
F2P1,March,2019,Erodium cicutarium,+,3,fl,
F2P1,March,2019,Lamium amplexicaule,2a,4,fl,
F2P1,March,2019,Lepidium campestre,+,5,fl,qua 6 (microthlaspi)
F2P1,March,2019,Lotus corniculatus,1,2,v,
F2P1,March,2019,Medicago minima,1,2,v,
F2P1,March,2019,Melica ciliata,2a,8,v,
F2P1,March,2019,Phleum phleoides,+,3,v,
F2P1,March,2019,Potentilla incana,2b,4,fl,
F2P1,March,2019,Sedum album,+,2,v,
F2P1,March,2019,Teucrium chamaedrys,+,5,v,
F2P1,March,2019,Veronica praecox,r,2,v,
F2P1,March,2019,Veronica sublobata,2a,4,fl,
F2P2,March,2019,Acinos arvensis,+,3,v,eaten in june
F2P2,March,2019,Alyssum alyssoides,1,2,v,
F2P2,March,2019,Arabis auriculata,r,5,pre fl,
F2P2,March,2019,Arenaria serpyllifolia,2a,2,v,
F2P2,March,2019,Bromus tectorum,1,3,v,
F2P2,March,2019,Centaurea stoebe,r,2,v,
F2P2,March,2019,Cerastium sp.,+,2,fl,Cerastium semidecandrum
F2P2,March,2019,Echium vulgare,1,2,v,0
F2P2,March,2019,Erodium cicutarium,+,1,v,
F2P2,March,2019,Gagea pusilla,r,2,v,
F2P2,March,2019,Lamium amplexicaule,1,2,pre fl,
F2P2,March,2019,Medicago minima,2a,2,v,
F2P2,March,2019,Microthlaspi perfoliatum,+,4,fl,
F2P2,March,2019,Phleum phleoides,2a,5,v,
F2P2,March,2019,Teucrium chamaedrys,2a,4,v,
F2P2,March,2019,Verbascum lychnitis,2a,4,v,
F2P2,March,2019,Veronica sublobata,+,2,fl,
F2P3,March,2019,Allium flavum,r,5,v,
F2P3,March,2019,Alyssum alyssoides,+,2,v,
F2P3,March,2019,Arenaria serpyllifolia,+,2,v,
F2P3,March,2019,Artemisia absinthium,2a,7,v,
F2P3,March,2019,Bromus japonicus,+,7,v,"sec1, orange are the once secondary added, values taken from Poa ang"
F2P3,March,2019,Bromus tectorum,+,5,v,orange are the once secondary added
F2P3,March,2019,Buglossoides incrassata,+,4,fl,0
F2P3,March,2019,Carex praecox,1,8,fl,
F2P3,March,2019,Echium vulgare,1,2,v,0
F2P3,March,2019,Erodium cicutarium,1,2,v,
F2P3,March,2019,Festuca valesiaca,1,5,v,
F2P3,March,2019,Lamium amplexicaule,1,3,pre fl,
F2P3,March,2019,Medicago minima,2a,3,v,
F2P3,March,2019,Melica ciliata,1,6,v,(migh be mixed with carex in febr) - corrected
F2P3,March,2019,Phleum phleoides,1,7,v,
F2P3,March,2019,Teucrium chamaedrys,1,8,v,
F2P3,March,2019,Veronica praecox,+,2,v,
F2P3,March,2019,Veronica sublobata,1,4,fl,
F2P4,March,2019,Acinos arvensis,r,3,v,
F2P4,March,2019,Arenaria serpyllifolia,1,2,v,
F2P4,March,2019,Bromus tectorum,+,5,v,merged wth japonicus of october
F2P4,March,2019,Carex supina,1,6,pre fl,
F2P4,March,2019,Echium vulgare,1,2,v,0
F2P4,March,2019,Erodium cicutarium,1,1,v,
F2P4,March,2019,Gagea pusilla,+,4,post fl,
F2P4,March,2019,Geranium pusillum,+,3,v,
F2P4,March,2019,Lamium amplexicaule,2a,5,pre fl,
F2P4,March,2019,Medicago minima,1,2,v,
F2P4,March,2019,Microthlaspi perfoliatum,+,7,fl,
F2P4,March,2019,Teucrium chamaedrys,2b,9,v,
F2P4,March,2019,Veronica praecox,+,3,v,
F2P4,March,2019,Veronica sublobata,2a,5,fl,
F2P5,March,2019,Arenaria serpyllifolia,+,2,v,
F2P5,March,2019,Echium vulgare,r,2,v,0
F2P5,March,2019,Lamium amplexicaule,1,3,pre fl,
F2P5,March,2019,Medicago minima,+,2,v,
F2P5,March,2019,Microthlaspi perfoliatum,+,2,v,
F2P5,March,2019,Teucrium chamaedrys,+,2,v,grew into
F2P5,March,2019,Veronica praecox,r,1,v,
F2P5,March,2019,Veronica sublobata,1,3,fl,
F2P6,March,2019,Alyssum alyssoides,+,1,v,
F2P6,March,2019,Arenaria serpyllifolia,2a,2,v,
F2P6,March,2019,Bromus tectorum,+,3,v,winter ones merged with past year ones
F2P6,March,2019,Buglossoides incrassata,r,1,v,0
F2P6,March,2019,Cerastium sp.,r,1,v,
F2P6,March,2019,Echium vulgare,r,1,v,0
F2P6,March,2019,Erodium cicutarium,r,1,v,
F2P6,March,2019,Gagea pusilla,r,2,post fl,
F2P6,March,2019,Lamium amplexicaule,1,2,pre fl,
F2P6,March,2019,Medicago minima,2b,2,v,
F2P6,March,2019,Microthlaspi perfoliatum,1,5,fl,
F2P6,March,2019,Minuartia rubra,1,3,v,
F2P6,March,2019,Poa bulbosa,1,3,v,
F2P6,March,2019,Sedum album,r,1,v,
F2P6,March,2019,Veronica praecox,r,2,v,
F2P6,March,2019,Veronica sublobata,1,1,fl,
F3P1,March,2019,Acinos arvensis,+,2,v,
F3P1,March,2019,Alyssum alyssoides,2b,2,v,
F3P1,March,2019,Arenaria serpyllifolia,2a,2,v,
F3P1,March,2019,Arrhenatherum elatius,r,3,v," (quadr 6, 1 individual)"
F3P1,March,2019,Bromus japonicus,r,3,v,
F3P1,March,2019,Buglossoides incrassata,r,2,v,0
F3P1,March,2019,Centaurea stoebe,r,2,v,
F3P1,March,2019,Dianthus pontederae,+,5,v,
F3P1,March,2019,Echium vulgare,+,2,v,0
F3P1,March,2019,Erodium cicutarium,2a,1,v,
F3P1,March,2019,Gagea pusilla,r,5,v,
F3P1,March,2019,Geranium pusillum,+,1,v,
F3P1,March,2019,Koeleria macrantha,+,4,v,
F3P1,March,2019,Lamium amplexicaule,2a,3,pre fl,
F3P1,March,2019,Medicago minima,1,2,v,
F3P1,March,2019,Microthlaspi perfoliatum,+,3,fl,
F3P1,March,2019,Minuartia rubra,+,2,v,
F3P1,March,2019,Verbascum lychnitis,2a,2,v,
F3P1,March,2019,Veronica praecox,+,1,s,
F3P2,March,2019,Acinos arvensis,r,1,v,
F3P2,March,2019,Allium flavum,+,5,v,
F3P2,March,2019,Alyssum alyssoides,+,1,v,
F3P2,March,2019,Arabis auriculata,r,5,pre fl,
F3P2,March,2019,Arenaria serpyllifolia,1,2,v,
F3P2,March,2019,Arrhenatherum elatius,+,5,v,
F3P2,March,2019,Bromus japonicus,r,3,v,
F3P2,March,2019,Buglossoides incrassata,+,3,pre fl,0
F3P2,March,2019,Echium vulgare,+,2,v,0
F3P2,March,2019,Erodium cicutarium,+,1,v,
F3P2,March,2019,Festuca valesiaca,+,3,v,
F3P2,March,2019,Galium glaucum,+,2,v,
F3P2,March,2019,Lamium amplexicaule,+,1,pre fl,
F3P2,March,2019,Lappula squarrosa,+,2,v,"0, sec 3,7"
F3P2,March,2019,Medicago minima,1,2,v,
F3P2,March,2019,Microthlaspi perfoliatum,+,4,fl,
F3P2,March,2019,Minuartia rubra,+,2,v,
F3P2,March,2019,Phleum phleoides,r,5,v,
F3P2,March,2019,Poa badensis,+,3,v,
F3P2,March,2019,Potentilla incana,3,3,v,
F3P2,March,2019,Sedum album,1,2,fl,
F3P2,March,2019,Verbascum lychnitis,+,2,v,
F3P2,March,2019,Veronica praecox,+,1,v,
F3P3,March,2019,Acinos arvensis,+,2,v,
F3P3,March,2019,Alyssum alyssoides,2a,2,v,
F3P3,March,2019,Arenaria serpyllifolia,1,2,v,
F3P3,March,2019,Artemisia absinthium,+,1,v, (sect 7)
F3P3,March,2019,Buglossoides incrassata,+,4,pre fl,0
F3P3,March,2019,Cerastium sp.,r,1,v,Cerastium semidecandrum
F3P3,March,2019,Echium vulgare,1,2,v,0
F3P3,March,2019,Erodium cicutarium,1,1,v,
F3P3,March,2019,Koeleria macrantha,r,3,v,
F3P3,March,2019,Lamium amplexicaule,1,2,pre fl,
F3P3,March,2019,Medicago minima,1,2,v,
F3P3,March,2019,Melica ciliata,+,5,v,
F3P3,March,2019,Microthlaspi perfoliatum,+,2,fl,
F3P3,March,2019,Minuartia rubra,r,1,v,
F3P3,March,2019,Poa angustifolia,+,3,v,
F3P3,March,2019,Sedum album,1,2,v,
F3P3,March,2019,Taraxacum sect. Erythrosperma,+,2,pre fl,
F3P3,March,2019,Verbascum lychnitis,+,2,v,
F3P3,March,2019,Veronica praecox,+,1,v,
F3P3,March,2019,Veronica prostrata,2a,4,v,
F3P3,March,2019,Veronica sublobata,+,2,pre fl,
F3P4,March,2019,Acinos arvensis,1,2,v,
F3P4,March,2019,Alyssum alyssoides,2a,2,v,
F3P4,March,2019,Arenaria serpyllifolia,1,2,v,
F3P4,March,2019,Bromus tectorum,+,4,v,"later considered as japonicus, why?"
F3P4,March,2019,Buglossoides incrassata,1,3,pre fl,0
F3P4,March,2019,Centaurea stoebe,+,2,v,
F3P4,March,2019,Cerastium sp.,+,3,fl,Cerastium semidecandrum
F3P4,March,2019,Echium vulgare,1,2,v,0
F3P4,March,2019,Erodium cicutarium,2a,2,v,
F3P4,March,2019,Festuca valesiaca,+,4,v,
F3P4,March,2019,Galium verum ,+,1,v,
F3P4,March,2019,Medicago minima,2a,2,v,
F3P4,March,2019,Melica ciliata,+,5,v,
F3P4,March,2019,Microthlaspi perfoliatum,+,5,fl,
F3P4,March,2019,Potentilla incana,1,4,v,
F3P4,March,2019,Sedum album,1,3,v,
F3P4,March,2019,Seseli osseum,r,3,v,
F3P4,March,2019,Teucrium chamaedrys,2a,5,v,
F3P4,March,2019,Verbascum lychnitis,+,1,v,Inula conyza (verbascum sec4
F3P4,March,2019,Veronica sublobata,1,3,fl,
F3P5,March,2019,Allium flavum,+,4,v,
F3P5,March,2019,Alyssum alyssoides,2a,3,v,
F3P5,March,2019,Arenaria serpyllifolia,+,1,v,
F3P5,March,2019,Bromus japonicus,r,2,v,
F3P5,March,2019,Buglossoides incrassata,r,2,v,0
F3P5,March,2019,Gagea pusilla,+,4,v,
F3P5,March,2019,Lamium amplexicaule,+,1,pre fl,
F3P5,March,2019,Medicago minima,+,2,v,
F3P5,March,2019,Melica ciliata,2a,10,v,
F3P5,March,2019,Poa bulbosa,+,2,v,
F3P5,March,2019,Scabiosa ochroleuca,r,2,v,
F3P5,March,2019,Teucrium chamaedrys,r,2,v,
F3P5,March,2019,Veronica praecox,+,1,v,
F3P5,March,2019,Veronica sublobata,+,1,fl,
F3P6,March,2019,Acinos arvensis,+,2,v,eaten in june
F3P6,March,2019,Alyssum alyssoides,2b,3,v,
F3P6,March,2019,Arenaria serpyllifolia,+,2,v,
F3P6,March,2019,Buglossoides incrassata,r,2,v,0
F3P6,March,2019,Cerastium sp.,r,1,v,
F3P6,March,2019,Dianthus pontederae,+,4,v,
F3P6,March,2019,Erodium cicutarium,1,1,v,
F3P6,March,2019,Festuca valesiaca,+,3,v,
F3P6,March,2019,Gagea pusilla,+,3,post fl,
F3P6,March,2019,Lamium amplexicaule,+,2,v,
F3P6,March,2019,Medicago minima,1,2,v,
F3P6,March,2019,Melica ciliata,r,4,v,
F3P6,March,2019,Microthlaspi perfoliatum,+,3,v,
F3P6,March,2019,Minuartia rubra,+,2,v,
F3P6,March,2019,Poa bulbosa,+,3,v, (probably in feb too)
F3P6,March,2019,Sedum album,2a,2,v,
F3P6,March,2019,Senecio vulgaris,r,2,v,
F3P6,March,2019,Verbascum lychnitis,r,2,v,
F3P6,March,2019,Veronica praecox,+,1,v,
F4P1,March,2019,Acinos arvensis,+,2,v,
F4P1,March,2019,Allium flavum,r,6,v,
F4P1,March,2019,Alyssum montanum subsp. gmelinii,+,2,v,remarks on last survey
F4P1,March,2019,Arenaria serpyllifolia,1,2,v,
F4P1,March,2019,Buglossoides incrassata,+,3,pre fl,0
F4P1,March,2019,Echium vulgare,1,1,v,0
F4P1,March,2019,Erodium cicutarium,1,2,pre fl,
F4P1,March,2019,Festuca valesiaca,+,5,v,
F4P1,March,2019,Gagea pusilla,r,2,v,
F4P1,March,2019,Koeleria macrantha,1,4,v,
F4P1,March,2019,Lamium amplexicaule,1,3,pre fl,
F4P1,March,2019,Medicago minima,2a,1,v,
F4P1,March,2019,Melica ciliata,1,5,v,
F4P1,March,2019,Potentilla incana,1,3,v,
F4P1,March,2019,Sedum album,1,2,v,
F4P1,March,2019,Seseli osseum,1,3,v,
F4P1,March,2019,Teucrium chamaedrys,2a,5,v,
F4P1,March,2019,Verbascum lychnitis,r,1,v,small rosette sector 8 (verbascum)
F4P1,March,2019,Veronica praecox,r,1,v,
F4P2,March,2019,Alyssum alyssoides,+,1,v,
F4P2,March,2019,Arabis auriculata,+,2,v,"qua 1/2, merged"
F4P2,March,2019,Arenaria serpyllifolia,+,3,v,
F4P2,March,2019,Buglossoides incrassata,1,3,fl,0
F4P2,March,2019,Centaurea stoebe,+,2,v,
F4P2,March,2019,Cerastium sp.,+,2,fl,Cerastium semidecandrum
F4P2,March,2019,Echium vulgare,r,1,v,0
F4P2,March,2019,Erodium cicutarium,3,2,v,
F4P2,March,2019,Gagea pusilla,+,3,v,
F4P2,March,2019,Lamium amplexicaule,+,3,fl,
F4P2,March,2019,Lappula squarrosa,+,2,v,0
F4P2,March,2019,Medicago minima,+,2,v,
F4P2,March,2019,Melica ciliata,+,4,v,
F4P2,March,2019,Microthlaspi perfoliatum,+,4,fl,
F4P2,March,2019,Minuartia rubra,+,2,v,
F4P2,March,2019,Teucrium chamaedrys,1,4,v,
F4P2,March,2019,Veronica sublobata,2a,2,fl,
F4P3,March,2019,Acinos arvensis,r,2,v,
F4P3,March,2019,Allium flavum,r,3,v,
F4P3,March,2019,Alyssum alyssoides,+,2,v,
F4P3,March,2019,Arenaria serpyllifolia,+,3,v,
F4P3,March,2019,Dianthus pontederae,+,4,v,
F4P3,March,2019,Echium vulgare,+,2,v,0
F4P3,March,2019,Erodium cicutarium,r,2,v,
F4P3,March,2019,Lamium amplexicaule,+,3,fl,
F4P3,March,2019,Lappula squarrosa,+,2,v,0
F4P3,March,2019,Medicago minima,+,2,v,
F4P3,March,2019,Phleum phleoides,+,7,v,
F4P3,March,2019,Sedum album,+,2,v,
F4P3,March,2019,Seseli osseum,r,2,v,
F4P3,March,2019,Teucrium chamaedrys,1,8,v,
F4P3,March,2019,Verbascum lychnitis,+,3,v,
F4P3,March,2019,Veronica sublobata,1,4,fl,
F4P4,March,2019,Alyssum alyssoides,r,2,v,
F4P4,March,2019,Arenaria serpyllifolia,1,2,v,
F4P4,March,2019,Bromus sp.,+,1,v,
F4P4,March,2019,Dianthus pontederae,+,4,v,
F4P4,March,2019,Echium vulgare,+,2,v,0
F4P4,March,2019,Erodium cicutarium,r,2,v,
F4P4,March,2019,Festuca valesiaca,+,3,v,
F4P4,March,2019,Gagea pusilla,+,2,v,
F4P4,March,2019,Holosteum umbellatum,r,2,v,
F4P4,March,2019,Lamium amplexicaule,+,7,fl,
F4P4,March,2019,Medicago minima,+,2,v,
F4P4,March,2019,Microthlaspi perfoliatum,+,3,fl,
F4P4,March,2019,Teucrium chamaedrys,1,8,v,
F4P4,March,2019,Verbascum lychnitis,+,3,v,
F4P4,March,2019,Veronica sublobata,1,4,fl,
F4P5,March,2019,Allium flavum,r,10,v,
F4P5,March,2019,Alyssum alyssoides,+,2,v,
F4P5,March,2019,Arenaria serpyllifolia,2a,1,v,
F4P5,March,2019,Bromus japonicus,r,3,v,
F4P5,March,2019,Buglossoides incrassata,2a,4,fl,0
F4P5,March,2019,Cerastium sp.,+,3,fl,Cerastium semidecandrum
